myAUC	avg_diff	power	avg_log2FC	pct.1	pct.2	cluster	gene
0.794	0.773108184553634	0.588	3.98277149205052	0.625	0.038	myofibroblast cell	ENSG00000138080
0.793	1.02218722510299	0.586	4.23950698409771	0.625	0.064	myofibroblast cell	ENSG00000132329
0.793	0.735795210944117	0.586	4.41248068951473	0.625	0.067	myofibroblast cell	ENSG00000084636
0.792	1.14516020050548	0.584	4.03211188268595	0.625	0.065	myofibroblast cell	ENSG00000106624
0.791	1.64561649176756	0.582	4.09411289605038	0.625	0.061	myofibroblast cell	ENSG00000182492
0.79	0.740043198389658	0.58	3.91515858641014	0.625	0.061	myofibroblast cell	ENSG00000183963
0.789	0.681781259452505	0.578	3.92453459425155	0.625	0.065	myofibroblast cell	ENSG00000230590
0.788	0.605180319480916	0.576	3.54073845187137	0.625	0.041	myofibroblast cell	ENSG00000162576
0.788	0.948002418087845	0.576	1.87493934306868	0.875	0.309	myofibroblast cell	ENSG00000151914
0.786	0.84631399080514	0.572	2.91849823695313	0.625	0.044	myofibroblast cell	ENSG00000167641
0.786	1.31359482382753	0.572	2.57645327715101	0.75	0.376	myofibroblast cell	ENSG00000159388
0.784	0.799322026317849	0.568	2.53192944463288	0.625	0.047	myofibroblast cell	ENSG00000168542
0.784	0.697165365892653	0.568	2.11591310529171	0.75	0.297	myofibroblast cell	ENSG00000058272
0.783	0.508848291016169	0.566	1.0735232557316	0.75	0.151	myofibroblast cell	ENSG00000175899
0.782	0.6053411989699	0.564	2.56821743928006	0.625	0.054	myofibroblast cell	ENSG00000214548
0.782	0.58506306393034	0.564	2.10838587189113	0.75	0.252	myofibroblast cell	ENSG00000055044
0.78	1.01587853335543	0.56	1.86232146604848	0.75	0.277	myofibroblast cell	ENSG00000100097
0.779	1.39159933886349	0.558	2.47342635085139	0.75	0.246	myofibroblast cell	ENSG00000211445
0.775	0.891253600777471	0.55	2.70810162128623	0.625	0.092	myofibroblast cell	ENSG00000108821
0.773	1.02384028473131	0.546	3.33708127308988	0.625	0.078	myofibroblast cell	ENSG00000213949
0.773	1.49670716746685	0.546	3.77895165478186	0.625	0.104	myofibroblast cell	ENSG00000154734
0.772	1.09554409670856	0.544	1.9977217228083	0.75	0.352	myofibroblast cell	ENSG00000167552
0.771	0.662573247347913	0.542	3.32988251377791	0.625	0.117	myofibroblast cell	ENSG00000108840
0.77	0.920111789407277	0.54	1.45736062569493	0.875	0.499	myofibroblast cell	ENSG00000187193
0.768	0.598106361318684	0.536	2.7060759967246	0.625	0.109	myofibroblast cell	ENSG00000140682
0.767	0.609961167506327	0.534	2.06804193505326	0.75	0.284	myofibroblast cell	ENSG00000124155
0.766	0.801674993784902	0.532	2.27104151461497	0.75	0.31	myofibroblast cell	ENSG00000243927
0.766	0.510824125251982	0.532	2.12155322525649	0.625	0.078	myofibroblast cell	ENSG00000187498
0.765	0.46947361423575	0.53	1.08638818286345	0.875	0.414	myofibroblast cell	ENSG00000152518
0.765	0.571344499867007	0.53	1.88036814805618	0.75	0.302	myofibroblast cell	ENSG00000054116
0.764	1.06791197470965	0.528	2.95601356289952	0.625	0.112	myofibroblast cell	ENSG00000156076
0.762	0.667092663039743	0.524	2.97669453667255	0.625	0.147	myofibroblast cell	ENSG00000147416
0.761	0.448756291024958	0.522	1.71311225489224	0.75	0.269	myofibroblast cell	ENSG00000049245
0.76	0.511619171124991	0.52	2.57221120327016	0.625	0.142	myofibroblast cell	ENSG00000167657
0.759	0.67595943604096	0.518	1.13775792328273	0.875	0.77	myofibroblast cell	ENSG00000125868
0.758	0.517326322026017	0.516	2.49808490377305	0.625	0.15	myofibroblast cell	ENSG00000118508
0.757	0.344700670996998	0.514	0.595904933805993	1	0.807	myofibroblast cell	ENSG00000189043
0.757	1.08937110853495	0.514	3.26411663438403	0.625	0.172	myofibroblast cell	ENSG00000172037
0.757	0.661052827651515	0.514	2.61679865288547	0.625	0.166	myofibroblast cell	ENSG00000143753
0.755	0.871789536496734	0.51	1.88717233521506	0.75	0.412	myofibroblast cell	ENSG00000166165
0.755	0.896033812094995	0.51	3.11528664994973	0.625	0.191	myofibroblast cell	ENSG00000138663
0.754	0.74633802009006	0.508	2.70993820253353	0.625	0.193	myofibroblast cell	ENSG00000173905
0.753	0.472281281191268	0.506	1.06554478582477	0.875	0.535	myofibroblast cell	ENSG00000150093
0.752	1.14162926401241	0.504	2.86819251569926	0.625	0.252	myofibroblast cell	ENSG00000158747
0.752	0.54958176169163	0.504	1.34320303906845	0.75	0.277	myofibroblast cell	ENSG00000149131
0.752	0.585639557872725	0.504	2.67086811896635	0.625	0.159	myofibroblast cell	ENSG00000123178
0.751	0.73900853352684	0.502	2.49406538240905	0.625	0.166	myofibroblast cell	ENSG00000213626
0.751	0.949195736023422	0.502	1.93772478950677	0.75	0.408	myofibroblast cell	ENSG00000198832
0.75	0.643274104918485	0.5	1.56834965540384	0.75	0.475	myofibroblast cell	ENSG00000179010
0.749	0.969563083649017	0.498	2.86213151829212	0.625	0.219	myofibroblast cell	ENSG00000072110
0.749	0.416383633026554	0.498	2.23116641217593	0.625	0.163	myofibroblast cell	ENSG00000050820
0.748	0.55847411591783	0.496	2.29615773598459	0.625	0.154	myofibroblast cell	ENSG00000123384
0.748	0.548217595125026	0.496	2.49301330899384	0.625	0.163	myofibroblast cell	ENSG00000121413
0.748	0.653165084856063	0.496	2.36694324645591	0.625	0.165	myofibroblast cell	ENSG00000048740
0.747	0.58075735052412	0.494	1.44367518695483	0.75	0.32	myofibroblast cell	ENSG00000177469
0.746	1.13756516570355	0.492	2.62169010170873	0.625	0.196	myofibroblast cell	ENSG00000198848
0.746	0.45153083628769	0.492	2.0803911790115	0.625	0.134	myofibroblast cell	ENSG00000176014
0.746	0.650881748603312	0.492	2.15825456895298	0.625	0.131	myofibroblast cell	ENSG00000161281
0.746	0.885522506032809	0.492	3.14436093786261	0.625	0.2	myofibroblast cell	ENSG00000160058
0.745	1.2218928288031	0.49	7.49636205239047	0.5	0.016	myofibroblast cell	ENSG00000260428
0.745	2.25453318842763	0.49	6.12084124417013	0.5	0.01	myofibroblast cell	ENSG00000163017
0.745	1.32740930654636	0.49	7.57890105727234	0.5	0.016	myofibroblast cell	ENSG00000156427
0.745	0.538672658351778	0.49	1.08370914069854	0.875	0.613	myofibroblast cell	ENSG00000110955
0.744	0.572402127320316	0.488	2.52010414913445	0.625	0.178	myofibroblast cell	ENSG00000165410
0.744	0.419084204849013	0.488	5.46418810245786	0.5	0.014	myofibroblast cell	ENSG00000149090
0.744	0.833441093006867	0.488	5.37368745485977	0.5	0.017	myofibroblast cell	ENSG00000108823
0.744	0.680028669402394	0.488	1.25271497184067	0.75	0.308	myofibroblast cell	ENSG00000105974
0.743	0.556266461011929	0.486	1.94777960651605	0.625	0.153	myofibroblast cell	ENSG00000142910
0.742	0.972754277335175	0.484	5.51156645901314	0.5	0.018	myofibroblast cell	ENSG00000258498
0.742	0.91292971079564	0.484	4.76895988857789	0.5	0.017	myofibroblast cell	ENSG00000163431
0.742	0.616819052783554	0.484	2.27329178182183	0.625	0.223	myofibroblast cell	ENSG00000159884
0.741	0.70793128540949	0.482	2.5415075140587	0.625	0.205	myofibroblast cell	ENSG00000168056
0.74	0.498797216041715	0.48	4.60286261219391	0.5	0.02	myofibroblast cell	ENSG00000172935
0.74	0.862437516051623	0.48	2.31259672707434	0.75	0.368	myofibroblast cell	ENSG00000156256
0.739	0.837018081636011	0.478	2.34096648954565	0.625	0.197	myofibroblast cell	ENSG00000164056
0.739	1.0569527874124	0.478	2.4452746214658	0.625	0.185	myofibroblast cell	ENSG00000115461
0.738	0.394874021105937	0.476	0.89489716561203	0.875	0.589	myofibroblast cell	ENSG00000169714
0.737	0.464920465048964	0.474	2.03475663298006	0.625	0.224	myofibroblast cell	ENSG00000148450
0.737	0.517763984182126	0.474	4.20510824912936	0.5	0.027	myofibroblast cell	ENSG00000120820
0.737	0.983450715848603	0.474	4.77812125529996	0.5	0.039	myofibroblast cell	ENSG00000119681
0.737	1.01585903225487	0.474	4.90526044683419	0.5	0.03	myofibroblast cell	ENSG00000116194
0.736	0.538413769783245	0.472	2.36583043287592	0.625	0.196	myofibroblast cell	ENSG00000126214
0.735	0.427558058703543	0.47	1.34327565079008	0.75	0.344	myofibroblast cell	ENSG00000204370
0.735	0.670269852086389	0.47	4.68952003572747	0.5	0.048	myofibroblast cell	ENSG00000112210
0.734	0.546665312001255	0.468	2.21581220200339	0.625	0.204	myofibroblast cell	ENSG00000197321
0.731	0.412742772640834	0.462	1.95019025769365	0.625	0.204	myofibroblast cell	ENSG00000122068
0.73	0.756604540394853	0.46	1.8147943162185	0.75	0.427	myofibroblast cell	ENSG00000213639
0.73	0.494832751400485	0.46	2.17694376413533	0.625	0.206	myofibroblast cell	ENSG00000204120
0.73	1.08769680912353	0.46	4.40011022215434	0.5	0.046	myofibroblast cell	ENSG00000143127
0.729	0.836789300037952	0.458	1.62742974237092	0.75	0.577	myofibroblast cell	ENSG00000156976
0.728	0.43286058431599	0.456	1.88976372298245	0.625	0.222	myofibroblast cell	ENSG00000115758
0.728	0.408170162608492	0.456	3.52609868948003	0.5	0.051	myofibroblast cell	ENSG00000023902
0.727	0.544314100718928	0.454	1.42384675379326	0.75	0.393	myofibroblast cell	ENSG00000169045
0.727	0.734580004322513	0.454	4.31147257796994	0.5	0.055	myofibroblast cell	ENSG00000163297
0.727	0.499060568894534	0.454	3.68325758621888	0.5	0.056	myofibroblast cell	ENSG00000129680
0.727	0.559517215532895	0.454	3.70624176193011	0.5	0.065	myofibroblast cell	ENSG00000125354
0.726	0.949615808917438	0.452	4.33630668840556	0.5	0.07	myofibroblast cell	ENSG00000146592
0.726	0.448513239868008	0.452	3.31350287504416	0.5	0.049	myofibroblast cell	ENSG00000141756
0.726	1.0061558115484	0.452	2.48805375443489	0.625	0.26	myofibroblast cell	ENSG00000006327
0.724	0.423966341627769	0.448	3.45617821164088	0.5	0.067	myofibroblast cell	ENSG00000151287
0.724	0.727421044848897	0.448	1.19601818967125	0.875	0.543	myofibroblast cell	ENSG00000128016
0.723	0.403875265260811	0.446	3.43962074312516	0.5	0.067	myofibroblast cell	ENSG00000149639
0.723	0.381703156633136	0.446	1.12439375195633	0.75	0.398	myofibroblast cell	ENSG00000139684
0.723	1.08202975689078	0.446	4.62193363474488	0.5	0.073	myofibroblast cell	ENSG00000120708
0.723	0.365461897387335	0.446	1.20307890741067	0.75	0.367	myofibroblast cell	ENSG00000071127
0.722	0.529415157383676	0.444	0.94088956128409	0.875	0.597	myofibroblast cell	ENSG00000221869
0.722	0.733163256964111	0.444	3.90622108474912	0.5	0.083	myofibroblast cell	ENSG00000168077
0.722	0.963149274732875	0.444	3.97924539092757	0.5	0.076	myofibroblast cell	ENSG00000164949
0.722	0.42672079694051	0.444	1.79816271908971	0.625	0.239	myofibroblast cell	ENSG00000146416
0.722	0.422537134635983	0.444	1.6885583352746	0.625	0.228	myofibroblast cell	ENSG00000113851
0.722	0.733596256862719	0.444	2.65351448287819	0.5	0.054	myofibroblast cell	ENSG00000087245
0.721	0.274223141540943	0.442	1.34161227097463	0.625	0.177	myofibroblast cell	ENSG00000169504
0.721	0.493098840153703	0.442	3.36206719678561	0.5	0.067	myofibroblast cell	ENSG00000126947
0.72	0.625167021960903	0.44	3.46249189173724	0.5	0.075	myofibroblast cell	ENSG00000233429
0.72	0.487779370334838	0.44	3.48665197568136	0.5	0.088	myofibroblast cell	ENSG00000122550
0.72	0.461868457829605	0.44	1.97286358471139	0.625	0.223	myofibroblast cell	ENSG00000088448
0.72	0.382742903320965	0.44	0.727056585771964	0.875	0.712	myofibroblast cell	ENSG00000068697
0.719	0.3086001790005	0.438	0.938141554294939	0.75	0.252	myofibroblast cell	ENSG00000229807
0.719	0.721508648008396	0.438	1.38045997712694	0.75	0.623	myofibroblast cell	ENSG00000115310
0.718	1.218899311486	0.436	3.87910711200444	0.5	0.101	myofibroblast cell	ENSG00000159200
0.718	0.462946539948898	0.436	2.87994551107353	0.5	0.073	myofibroblast cell	ENSG00000137941
0.718	0.400212058987814	0.436	2.99993342303118	0.5	0.074	myofibroblast cell	ENSG00000115355
0.718	0.537924203672442	0.436	1.2936719876853	0.625	0.167	myofibroblast cell	ENSG00000113140
0.718	0.424836406213872	0.436	1.73787039190553	0.625	0.267	myofibroblast cell	ENSG00000109113
0.718	0.499118964373534	0.436	1.77169855239545	0.625	0.291	myofibroblast cell	ENSG00000067900
0.717	1.05315806879013	0.434	3.55476013735749	0.5	0.1	myofibroblast cell	ENSG00000196843
0.716	0.805868555766103	0.432	2.01984297175116	0.5	0.056	myofibroblast cell	ENSG00000196616
0.716	0.733964399136853	0.432	3.33427679457471	0.5	0.085	myofibroblast cell	ENSG00000167601
0.715	0.567140687206306	0.43	2.44912239239036	0.5	0.074	myofibroblast cell	ENSG00000173372
0.715	0.745979988767633	0.43	2.29890814207929	0.625	0.284	myofibroblast cell	ENSG00000136436
0.715	0.571640730607964	0.43	2.33215315111159	0.5	0.082	myofibroblast cell	ENSG00000070404
0.714	0.649221728367879	0.428	3.01921949953538	0.5	0.084	myofibroblast cell	ENSG00000197043
0.714	0.479181842626549	0.428	3.10831560662901	0.5	0.097	myofibroblast cell	ENSG00000152556
0.713	0.612649760328693	0.426	1.26469421575454	0.875	0.588	myofibroblast cell	ENSG00000100650
0.71	0.454404577799763	0.42	2.49462993675804	0.5	0.088	myofibroblast cell	ENSG00000131711
0.71	0.363528890200126	0.42	2.69999573264897	0.5	0.094	myofibroblast cell	ENSG00000089123
0.709	0.512232982285421	0.418	1.10794986491606	0.75	0.49	myofibroblast cell	ENSG00000196230
0.709	0.382477658779224	0.418	1.40649807946292	0.625	0.236	myofibroblast cell	ENSG00000179820
0.709	0.250259011584275	0.418	1.28306381050274	0.5	0.07	myofibroblast cell	ENSG00000170323
0.709	0.415088759692418	0.418	1.07521415010055	0.75	0.485	myofibroblast cell	ENSG00000161203
0.708	0.514341883505444	0.416	1.30185588389989	0.75	0.469	myofibroblast cell	ENSG00000161547
0.708	0.406504731200033	0.416	2.46944293198381	0.5	0.105	myofibroblast cell	ENSG00000148841
0.708	0.33030106916369	0.416	1.51233713549356	0.625	0.239	myofibroblast cell	ENSG00000131238
0.708	0.0889843165486628	0.416	0.182944207865977	0.875	0.507	myofibroblast cell	ENSG00000102265
0.706	0.339007392229511	0.412	1.51956744446353	0.625	0.236	myofibroblast cell	ENSG00000184277
0.706	0.317165130064766	0.412	2.46509646677823	0.5	0.106	myofibroblast cell	ENSG00000162458
0.706	0.637047931912053	0.412	2.07343815864319	0.625	0.273	myofibroblast cell	ENSG00000137076
0.706	0.233905558963299	0.412	1.04351056477426	0.5	0.074	myofibroblast cell	ENSG00000136160
0.706	0.356456952842409	0.412	1.13836336713035	0.75	0.391	myofibroblast cell	ENSG00000101856
0.706	0.749350950834368	0.412	3.47640838201252	0.5	0.131	myofibroblast cell	ENSG00000101546
0.706	0.354450556584739	0.412	1.50189006126294	0.625	0.218	myofibroblast cell	ENSG00000100600
0.705	0.232454195752139	0.41	1.36323583415521	0.5	0.076	myofibroblast cell	ENSG00000173369
0.705	0.586470910150419	0.41	1.95119615569297	0.625	0.281	myofibroblast cell	ENSG00000141279
0.705	0.330995902505274	0.41	1.47177694832829	0.625	0.244	myofibroblast cell	ENSG00000102931
0.704	0.476762398832224	0.408	1.08550878380165	0.75	0.548	myofibroblast cell	ENSG00000244754
0.704	0.567799212140584	0.408	3.05841307548984	0.5	0.13	myofibroblast cell	ENSG00000070495
0.703	0.345597145259871	0.406	2.45331261501682	0.5	0.116	myofibroblast cell	ENSG00000100532
0.995	3.74027684956046	0.99	6.12809000190076	1	0.105	smooth muscle cell	ENSG00000149591
0.995	1.96254327615564	0.99	6.37942855166218	1	0.015	smooth muscle cell	ENSG00000130176
0.994	2.16487608047725	0.988	3.96255881596544	1	0.399	smooth muscle cell	ENSG00000140416
0.993	3.23239629299279	0.986	5.60708680702447	1	0.068	smooth muscle cell	ENSG00000107796
0.993	2.66675758523889	0.986	4.68593917698193	1	0.217	smooth muscle cell	ENSG00000101335
0.992	2.69564820545685	0.984	5.01094483626583	1	0.186	smooth muscle cell	ENSG00000198467
0.989	1.89053622160913	0.978	2.80325723605072	1	0.927	smooth muscle cell	ENSG00000075624
0.988	2.33914809945228	0.976	5.5674455397169	1	0.066	smooth muscle cell	ENSG00000109846
0.986	1.58092031142522	0.972	4.72147602333934	1	0.034	smooth muscle cell	ENSG00000133392
0.984	1.50367562810353	0.968	2.29731884806666	1	0.898	smooth muscle cell	ENSG00000092841
0.982	1.01206262145405	0.964	4.55530042252243	1	0.061	smooth muscle cell	ENSG00000183963
0.982	1.68145503955089	0.964	4.4003209716144	1	0.106	smooth muscle cell	ENSG00000065534
0.98	1.3476155797156	0.96	4.42610116276644	1	0.065	smooth muscle cell	ENSG00000106624
0.979	1.04717120604682	0.958	4.27175460084817	1	0.046	smooth muscle cell	ENSG00000162614
0.979	1.22271042410475	0.958	4.2259368413542	1	0.087	smooth muscle cell	ENSG00000131711
0.978	1.57165260600504	0.956	4.66411274369359	1	0.109	smooth muscle cell	ENSG00000140682
0.977	1.38000863816817	0.954	4.53849296386778	1	0.083	smooth muscle cell	ENSG00000197043
0.974	1.42429870964767	0.948	3.24802667672116	1	0.259	smooth muscle cell	ENSG00000196924
0.974	1.74291305001731	0.948	3.94498869769258	1	0.266	smooth muscle cell	ENSG00000159176
0.97	1.25807453323534	0.94	3.47781794711076	1	0.177	smooth muscle cell	ENSG00000169504
0.97	1.19313363846433	0.94	3.15310704947488	1	0.269	smooth muscle cell	ENSG00000166333
0.969	2.10175228325385	0.938	4.83866894471336	1	0.061	smooth muscle cell	ENSG00000182492
0.967	1.39217173495556	0.934	2.13172755898566	1	0.747	smooth muscle cell	ENSG00000106211
0.966	1.404870489425	0.932	2.73288859139676	1	0.451	smooth muscle cell	ENSG00000167460
0.966	2.02159614276764	0.932	3.42041954237694	1	0.277	smooth muscle cell	ENSG00000100097
