clusterName,binary_genes,rf_feature_importance,cluster_median,binary_score
Astrocytes,MSTRG.17441,0.17703018444748844,2.0535208740397533,0.9596958644096127
Astrocytes,MSTRG.8373,0.0702934785007236,0.5093830761295407,0.9353190954988778
Astrocytes,MSTRG.4850,0.006888598848243282,0.12820464021118566,0.9126881238655422
Astrocytes,MSTRG.1257,0.07988901857700818,1.1399877053390859,0.9104536945029946
Astrocytes,MSTRG.15764,0.014106965218058981,0.17482412671648598,0.8972743860822816
Astrocytes,MSTRG.12693,0.019090264859345597,0.2141624102940542,0.8960717271119458
Astrocytes,MSTRG.2372,0.027853358354052393,0.38948169682898404,0.8948149577022226
Astrocytes,MSTRG.1648,0.01817725811402962,0.22476205958559958,0.8842639742672571
Astrocytes,MSTRG.19218,0.012334381164549808,0.2641379961943817,0.8493630590504929
Astrocytes,MSTRG.11622,0.014202174500159247,0.5781802197122465,0.8434714057370245
Astrocytes,MSTRG.5196,0.006945128545855503,0.19264183063519952,0.8260774426994895
Astrocytes,MSTRG.13538,0.0499651520036544,0.8051772596617436,0.8234060456089299
Astrocytes,MSTRG.3573,0.05812018823986043,0.590177058287627,0.8183377196445957
Astrocytes,MSTRG.3884,0.01044528943626057,0.17290337765770586,0.79667964263461
Astrocytes,MSTRG.14950,0.041644413812368386,0.6276987443299307,0.7900649303706965
Astrocytes,MSTRG.14196,0.015732824282558833,0.36209869511479553,0.7894297445357528
Astrocytes,MSTRG.42,0.07244692670958441,1.396382840182454,0.7674294694220124
Astrocytes,MSTRG.13635,0.020079674546236128,0.5137464153405742,0.7662993165799827
Astrocytes,MSTRG.1893,0.0077883442572348775,0.16681417704731577,0.7531780179941113
Astrocytes,MSTRG.12993,0.03350059629176326,0.5571877598538769,0.7529844036375527
Astrocytes,MSTRG.9404,0.008437381654419585,0.14282135390945438,0.7506026307832665
Astrocytes,MSTRG.14583,0.009104679339734066,0.16451489037356656,0.7471034743261564
Astrocytes,MSTRG.839,0.00998332589371572,0.34050126772343353,0.7218582756685805
Astrocytes,MSTRG.6121,0.025710692014821766,1.0044531403897388,0.7213217041745631
Astrocytes,MSTRG.3758,0.020879646899742244,0.6037962962834857,0.718213640951476
Astrocytes,MSTRG.6745,0.008022190438273714,0.20143767111829594,0.7172607622535001
Astrocytes,MSTRG.1268,0.018310666741285626,0.4393418749980163,0.7007748538747898
Astrocytes,MSTRG.13258,0.008090547135345268,0.309852216559032,0.6945519057622707
Astrocytes,MSTRG.15757,0.0074894469208725825,0.18141975611500027,0.6925892521064025
Astrocytes,MSTRG.557,0.04005798056630105,0.5289447059273957,0.6824199090861179
Choroid plexus epithelial cells,MSTRG.13741,0.04332178371527361,0.34877281198657695,0.9783801565735495
Choroid plexus epithelial cells,MSTRG.5614,0.0978467814013905,0.9792648493286972,0.9654835617249219
Choroid plexus epithelial cells,MSTRG.7561,0.05724703364298999,0.5432795337399812,0.9541626234334519
Choroid plexus epithelial cells,MSTRG.19643,0.012846589917519522,0.36701878882136013,0.9375514773269433
Choroid plexus epithelial cells,MSTRG.16469,0.038332164821913386,0.46877812988303147,0.927642852452309
Choroid plexus epithelial cells,MSTRG.7966,0.04294732491705692,1.018376293547138,0.927604172755133
Choroid plexus epithelial cells,MSTRG.12098,0.03308904927934376,0.8642888995333575,0.9098458889874053
Choroid plexus epithelial cells,MSTRG.1340,0.03466907887085123,0.7555133802067654,0.8980724109610005
Choroid plexus epithelial cells,MSTRG.13635,0.07152339391146723,1.607716546833712,0.8952994614862476
Choroid plexus epithelial cells,MSTRG.11624,0.015677611614131125,0.3466790282848058,0.892603950661835
Choroid plexus epithelial cells,MSTRG.1878,0.028546898571339203,0.35175212815485424,0.8918653962775361
Choroid plexus epithelial cells,MSTRG.8275,0.07354910080819702,1.9910537467708957,0.8914377857236457
Choroid plexus epithelial cells,MSTRG.11082,0.03671783752784572,0.5143849981103644,0.883601841791891
Choroid plexus epithelial cells,MSTRG.10682,0.01489997093681023,0.28831482325852353,0.876751867740024
Choroid plexus epithelial cells,MSTRG.9028,0.01323287263442862,0.5888982297542148,0.8693715833236284
Choroid plexus epithelial cells,MSTRG.1877,0.006981952465560612,0.19810697959289753,0.8633233808997788
Choroid plexus epithelial cells,MSTRG.9221,0.1253193107061027,2.3203301462822554,0.8514820645451048
Choroid plexus epithelial cells,MSTRG.18710,0.00946260318947308,0.27937758434848375,0.8410708539255798
Choroid plexus epithelial cells,MSTRG.1605,0.01835251004046973,0.7697552574868967,0.84037790502467
Choroid plexus epithelial cells,MSTRG.10254,0.029101761526781032,0.7491484163099553,0.8334931538550363
Choroid plexus epithelial cells,MSTRG.42,0.011407405076657036,1.4402577720365752,0.7745143235213985
Choroid plexus epithelial cells,MSTRG.9235,0.012423886690885125,0.5704610093445153,0.767410231095087
Choroid plexus epithelial cells,MSTRG.557,0.008320937434863788,0.822904081521394,0.7512137388265389
Choroid plexus epithelial cells,MSTRG.269,0.02282619172034144,1.50227359059421,0.7424843164121743
Choroid plexus epithelial cells,MSTRG.14891,0.007882921183962601,0.8767093975204271,0.741397847162764
Choroid plexus epithelial cells,MSTRG.13538,0.009251230996201893,0.43956062318775146,0.7337272682184309
Choroid plexus epithelial cells,MSTRG.6388,0.011553985726019405,1.5165171510886462,0.7334674928730824
Choroid plexus epithelial cells,MSTRG.13787,0.029539310178171144,1.229385895163283,0.7309939093668611
Choroid plexus epithelial cells,MSTRG.14730,0.016066633004522584,1.1661910687523223,0.7288345395446743
Choroid plexus epithelial cells,MSTRG.3617,0.009422977306132209,0.8724041194924758,0.7111201230782587
