clusterName,binary_genes,rf_feature_importance,cluster_median,binary_score
Astrocytes,ENSG00000164089,0.03248773450901595,1.508712237222683,0.9888095832148621
Astrocytes,ENSG00000041982,0.016322028715393996,1.3624879024335284,0.9818659723803284
Astrocytes,ENSG00000141469,0.026312015546574297,1.4421471532615253,0.9727269394555578
Astrocytes,ENSG00000182902,0.013698656627139677,1.1949102571630748,0.9718520137276592
Astrocytes,ENSG00000124145,0.012290170981443197,0.9211149173785278,0.9712978094598805
Astrocytes,ENSG00000068078,0.03262238255147401,1.686756948536308,0.9687658474509444
Astrocytes,ENSG00000171885,0.039602175591461904,1.9422486123722722,0.9493376068207157
Astrocytes,ENSG00000131095,0.01922977436274939,1.7112584199735612,0.9392972432052765
Astrocytes,ENSG00000136160,0.00902531982093955,1.1444593502203708,0.9390647775590724
Astrocytes,ENSG00000106571,0.021848318086066673,1.4088058655048754,0.9318946861903812
Astrocytes,ENSG00000165092,0.006565785960745498,0.9777172805877149,0.9312249898166951
Astrocytes,ENSG00000100427,0.008238422349885728,0.7163046412121088,0.9278947094610341
Astrocytes,ENSG00000172987,0.01929568236901322,2.017045945212968,0.9277001335544798
Astrocytes,ENSG00000124440,0.013599134763003149,1.4843143906351244,0.9261076235042596
Astrocytes,ENSG00000152661,0.02920432186475697,1.5201114116012384,0.9234624919649536
Astrocytes,ENSG00000182175,0.011772531900410846,1.129298694406388,0.9157205324894646
Astrocytes,ENSG00000101680,0.007231024559370661,0.8680135100272711,0.912584491516733
Astrocytes,ENSG00000135063,0.03237944226024073,1.6013970598777398,0.9094991732885411
Astrocytes,ENSG00000164188,0.012117624410295682,1.1979226653870154,0.9054789090634553
Astrocytes,ENSG00000130203,0.016636293177770586,2.1951095577484607,0.9039410425718307
Astrocytes,ENSG00000111783,0.027287063677112915,1.859636570576251,0.8954280470776457
Astrocytes,ENSG00000172201,0.007603129073163079,0.9423643614843823,0.892264411895264
Astrocytes,ENSG00000117525,0.007617746618580406,0.9730225761776602,0.891265571542683
Astrocytes,ENSG00000080573,0.006175083721542268,1.2261404198214128,0.8894063607281891
Astrocytes,ENSG00000149090,0.018423297734345017,1.3297512460480718,0.8834573667714534
Astrocytes,ENSG00000138696,0.02516532260720637,1.867711852807025,0.8805656344107505
Astrocytes,ENSG00000115380,0.01998845322918868,1.4883266195205804,0.8779022057260996
Astrocytes,ENSG00000080493,0.030858396213508204,2.394074304474751,0.8748378014392186
Astrocytes,ENSG00000110436,0.0427087063748145,3.5565605055442573,0.874354151091121
Astrocytes,ENSG00000144749,0.005349957854258738,1.6821984897590885,0.8689750524784361
Astrocytes,ENSG00000127249,0.006244913257203628,1.548532477858373,0.8675314866550534
Astrocytes,ENSG00000139155,0.006077974682715971,0.9738274288147694,0.8658200324814573
Astrocytes,ENSG00000135540,0.019107205660054638,2.0750540612692823,0.8521419853225431
Astrocytes,ENSG00000174776,0.009523615080303595,1.0856709232656152,0.8474168271694765
Astrocytes,ENSG00000018625,0.018714367711535,1.6257973810813735,0.8443132095183905
Astrocytes,ENSG00000101542,0.0064208063663741925,2.9517767064665184,0.8263412310736457
Astrocytes,ENSG00000143603,0.007653616091260766,1.410076398119013,0.8246452083018987
Astrocytes,ENSG00000114790,0.005827044903321953,1.215536322541208,0.8222057775831824
Astrocytes,ENSG00000151012,0.013033011083056333,1.4015610780966745,0.8216132271488277
Astrocytes,ENSG00000144040,0.011895949487708031,1.655855135820593,0.8074665249200065
Astrocytes,ENSG00000179399,0.013244653593517921,3.566007353197421,0.7954645304634685
Astrocytes,ENSG00000185942,0.006513868294199318,2.537272185178662,0.7835658842218624
Astrocytes,ENSG00000078295,0.013769984080519637,2.5611745810534354,0.7819894981433111
Astrocytes,ENSG00000079215,0.01245313782893884,3.1450726435869374,0.7808522485953521
Astrocytes,ENSG00000168710,0.010593575489125753,1.7710924319070989,0.7724719526721285
Astrocytes,ENSG00000164199,0.01379160195430948,2.1403547519722737,0.7623598874153021
Astrocytes,ENSG00000107249,0.01857586192094009,2.2754134113622095,0.748035094073228
Astrocytes,ENSG00000198838,0.010264355730366808,2.5008645139244883,0.7370522477682264
Astrocytes,ENSG00000148660,0.0076437921860157,1.6134238884983638,0.7294964538355292
Astrocytes,ENSG00000106278,0.006827593908540998,2.3461707287095757,0.7218488111359819
Choroid plexus epithelial cells,ENSG00000111319,0.012523874021710313,0.513420165976814,0.9974358106713116
Choroid plexus epithelial cells,ENSG00000111199,0.02265697063430527,1.6056921937298765,0.9963426783216913
Choroid plexus epithelial cells,ENSG00000105641,0.017890549981740656,0.860186465091556,0.9963188201236413
Choroid plexus epithelial cells,ENSG00000130957,0.01602484788113239,0.8482698626055666,0.9959121438211506
Choroid plexus epithelial cells,ENSG00000187889,0.014721137582533203,1.9456642139999487,0.993105644942809
Choroid plexus epithelial cells,ENSG00000162761,0.018898823015581115,1.6417367419110176,0.9889084245425094
Choroid plexus epithelial cells,ENSG00000198691,0.026014932122409004,1.8104024993987267,0.9870950028339132
Choroid plexus epithelial cells,ENSG00000133116,0.0056745179682873015,0.9979581708828362,0.9828346939394569
Choroid plexus epithelial cells,ENSG00000164707,0.03540506204148136,2.7848963760507464,0.9819268321132626
Choroid plexus epithelial cells,ENSG00000197506,0.006376775819686643,0.7037169239424712,0.9805546726936186
Choroid plexus epithelial cells,ENSG00000188039,0.029377650276600758,2.608584727036824,0.9754326378706288
Choroid plexus epithelial cells,ENSG00000159212,0.04018647450521368,2.9359007877336984,0.9735915442882338
Choroid plexus epithelial cells,ENSG00000113494,0.04849905341548029,3.4877959535625993,0.969667627203488
Choroid plexus epithelial cells,ENSG00000148482,0.01330298235962113,2.3798601794964753,0.9651162953948973
Choroid plexus epithelial cells,ENSG00000104332,0.005622932845926647,1.5510570040687852,0.9646845524755094
Choroid plexus epithelial cells,ENSG00000163694,0.017641448304723688,3.0483691426132937,0.9638069989560264
Choroid plexus epithelial cells,ENSG00000146411,0.01152886652667419,2.118948983619311,0.9620693857195423
Choroid plexus epithelial cells,ENSG00000112297,0.0079862971355862,1.7260470328201851,0.9603674858737815
Choroid plexus epithelial cells,ENSG00000118271,0.0072853513338163355,3.9839916511664066,0.9584351059173286
Choroid plexus epithelial cells,ENSG00000169071,0.017609531790713107,2.297206719359942,0.9528308256734319
Choroid plexus epithelial cells,ENSG00000137573,0.009246478665316112,2.2909267975765406,0.9518452504330348
Choroid plexus epithelial cells,ENSG00000164142,0.006507101186161982,1.921203801848842,0.9505507637086433
Choroid plexus epithelial cells,ENSG00000152779,0.010396878564677485,1.7388088189581468,0.9494824546387055
Choroid plexus epithelial cells,ENSG00000104044,0.011303062075692748,1.8156227882381157,0.9453278257211857
Choroid plexus epithelial cells,ENSG00000277639,0.0053060329349193264,0.49743763769876437,0.9421580744592644
